filename,leaf-dim-unit,leaf-height,leaf-width,writtenHeight,writtenWidth,LeafDivWritten
collections\Merton\Merton_College_MS_53.xml,mm,355,220,275,160,1.290909090909091
collections\Merton\Merton_College_MS_54.xml,mm,325,240,250,170,1.3
collections\Merton\Merton_College_MS_55.xml,mm,370,250,245,155,1.510204081632653
collections\Merton\Merton_College_MS_56.xml,mm,375,250,275,160,1.3636363636363635
collections\Merton\Merton_College_MS_57.xml,mm,380,255,250,165,1.52
collections\Merton\Merton_College_MS_58.xml,mm,380,260,250,165,1.52
collections\Merton\Merton_College_MS_59.xml,mm,385,265,257.5,145,1.4951456310679612
collections\Merton\Merton_College_MS_6.xml,mm,365,240,265,160,1.3773584905660377
collections\Merton\Merton_College_MS_60.xml,mm,390,260,257.5,145,1.5145631067961165
collections\Merton\Merton_College_MS_61.xml,mm,400,265,260,145,1.5384615384615385
collections\Merton\Merton_College_MS_62.xml,mm,400,270,260,145,1.5384615384615385
collections\Merton\Merton_College_MS_63.xml,mm,405,275,250,145,1.62
collections\Merton\Merton_College_MS_64.xml,mm,400,270,255,140,1.5686274509803921
collections\Merton\Merton_College_MS_65.xml,mm,365,265,255,145,1.4313725490196079
collections\Merton\Merton_College_MS_66.xml,mm,340,240,270.0,170,1.2592592592592593
collections\Merton\Merton_College_MS_67.xml,mm,385,260,320,200,1.203125
collections\Merton\Merton_College_MS_68.xml,mm,355,265,255,190,1.392156862745098
collections\Merton\Merton_College_MS_69.xml,mm,380,265,275,185,1.3818181818181818
collections\Merton\Merton_College_MS_7.xml,mm,310,205,185,110,1.6756756756756757
collections\Merton\Merton_College_MS_70.xml,mm,375,260,280,180,1.3392857142857142
collections\Merton\Merton_College_MS_71.xml,mm,380,260,300,220,1.2666666666666666
collections\Merton\Merton_College_MS_72.xml,mm,325,230,245,160,1.3265306122448979
collections\Merton\Merton_College_MS_73.xml,mm,340,215,250,150,1.36
collections\Merton\Merton_College_MS_74.xml,mm,345,225,265,155,1.3018867924528301
collections\Merton\Merton_College_MS_75.xml,mm,325,225,265,165,1.2264150943396226
collections\Merton\Merton_College_MS_76.xml,mm,340,230,265,160,1.2830188679245282
collections\Merton\Merton_College_MS_77.xml,mm,330,230,250,150,1.32
collections\Merton\Merton_College_MS_78.xml,mm,325,220,265,170,1.2264150943396226
collections\Merton\Merton_College_MS_79.xml,mm,340,235,265,180,1.2830188679245282
collections\Merton\Merton_College_MS_8.xml,mm,320,170,205,75,1.5609756097560976
collections\Merton\Merton_College_MS_80.xml,mm,350,240,260,175,1.3461538461538463
collections\Merton\Merton_College_MS_81.xml,mm,360,240,280,180,1.2857142857142858
collections\Merton\Merton_College_MS_82.xml,mm,310,210,240,150,1.2916666666666667
collections\Merton\Merton_College_MS_83.xml,mm,275,175,175,115,1.5714285714285714
collections\Merton\Merton_College_MS_84.xml,mm,270,190,215,150,1.255813953488372
collections\Merton\Merton_College_MS_85.xml,mm,300,220,220.0,160,1.3636363636363635
collections\Merton\Merton_College_MS_86.xml,mm,330,210,250,195,1.32
collections\Merton\Merton_College_MS_87.xml,mm,310,200,225,140,1.3777777777777778
collections\Merton\Merton_College_MS_88.xml,mm,285,185,200,120,1.425
collections\Merton\Merton_College_MS_89.xml,mm,315,215,195,130,1.6153846153846154
collections\Merton\Merton_College_MS_9.xml,mm,330,225,240,155,1.375
collections\Merton\Merton_College_MS_90.xml,mm,215,150,150.0,97.5,1.4333333333333333
collections\Merton\Merton_College_MS_91.xml,mm,235,160,165,120,1.4242424242424243
collections\Merton\Merton_College_MS_92.xml,mm,295,185,240,130,1.2291666666666667
collections\Merton\Merton_College_MS_93.xml,mm,295,190,240,140,1.2291666666666667
collections\Merton\Merton_College_MS_94.xml,mm,315,215,240,160,1.3125
collections\Merton\Merton_College_MS_95.xml,mm,335,230,265,170,1.2641509433962264
collections\Merton\Merton_College_MS_96.xml,mm,360,225,265,165,1.3584905660377358
collections\Merton\Merton_College_MS_97.xml,mm,330,240,245,160,1.346938775510204
collections\Merton\Merton_College_MS_98.xml,mm,335,230,260,170,1.2884615384615385
collections\Merton\Merton_College_MS_99.xml,mm,350,245,265,185,1.320754716981132
collections\Merton_fragments\Merton_College_104_f_1.xml,,,,,,
collections\Merton_fragments\Merton_College_14_f_12.xml,,,,,,
collections\Merton_fragments\Merton_College_16_b_10_Merton_College_24_k_11.xml,,,,,,
collections\Merton_fragments\Merton_College_16_d_7.xml,,,,,,
collections\Merton_fragments\Merton_College_16_d_8.xml,,,,,,
collections\Merton_fragments\Merton_College_16_h_8.xml,,,,,,
collections\Merton_fragments\Merton_College_17_b_22.xml,,,,,,
collections\Merton_fragments\Merton_College_19_c_4.xml,,,,,,
collections\Merton_fragments\Merton_College_19_d_1.xml,,,,,,
collections\Merton_fragments\Merton_College_21_dd_7.xml,,,,,,
collections\Merton_fragments\Merton_College_23_b_11.xml,,,,,,
collections\Merton_fragments\Merton_College_23_b_6.xml,,,,,,
collections\Merton_fragments\Merton_College_23_dd_11.xml,,,,,,
collections\Merton_fragments\Merton_College_23_dd_4.xml,,,,,,
collections\Merton_fragments\Merton_College_23_d_13-15.xml,,,,,,
collections\Merton_fragments\Merton_College_23_d_13.xml,,,,,,
collections\Merton_fragments\Merton_College_23_d_1_Merton_College_23_d_2.xml,,,,,,
collections\Merton_fragments\Merton_College_24_g_16.xml,,,,,,
collections\Merton_fragments\Merton_College_26_d_10.xml,,,,,,
collections\Merton_fragments\Merton_College_26_d_8.xml,,,,,,
collections\Merton_fragments\Merton_College_26_ff_7.xml,,,,,,
collections\Merton_fragments\Merton_College_2_f_10.xml,,,,,,
collections\Merton_fragments\Merton_College_32_h_28.xml,,,,,,
collections\Merton_fragments\Merton_College_3_f_14.xml,,,,,,
collections\Merton_fragments\Merton_College_3_f_15.xml,,,,,,
collections\Merton_fragments\Merton_College_40_j_12.xml,,,,,,
collections\Merton_fragments\Merton_College_40_j_16.xml,,,,,,
collections\Merton_fragments\Merton_College_46_a_14.xml,,,,,,
collections\Merton_fragments\Merton_College_46_a_9.xml,,,,,,
collections\Merton_fragments\Merton_College_46_b_17_Merton_College_48_a_11.xml,,,,,,
collections\Merton_fragments\Merton_College_46_c_14.xml,,,,,,
collections\Merton_fragments\Merton_College_46_d_1_Merton_College_46_d_2.xml,,,,,,
collections\Merton_fragments\Merton_College_48_b_20.xml,,,,,,
collections\Merton_fragments\Merton_College_48_e_10.xml,,,,,,
collections\Merton_fragments\Merton_College_48_e_19.xml,,,,,,
collections\Merton_fragments\Merton_College_48_e_5.xml,,,,,,
collections\Merton_fragments\Merton_College_48_e_6.xml,,,,,,
collections\Merton_fragments\Merton_College_48_h_16.xml,,,,,,
collections\Merton_fragments\Merton_College_48_h_21.xml,,,,,,
collections\Merton_fragments\Merton_College_48_h_8.xml,,,,,,
collections\Merton_fragments\Merton_College_48_h_9.xml,,,,,,
collections\Merton_fragments\Merton_College_50_g_33.xml,,,,,,
collections\Merton_fragments\Merton_College_50_i_25.xml,,,,,,
collections\Merton_fragments\Merton_College_53_dd_10_Merton_College_45_b_24.xml,,,,,,
collections\Merton_fragments\Merton_College_53_dd_11_Merton_College_45_b_23.xml,,,,,,
collections\Merton_fragments\Merton_College_53_hh_5.xml,,,,,,
collections\Merton_fragments\Merton_College_58_b_6.xml,,,,,,
collections\Merton_fragments\Merton_College_58_d_9.xml,,,,,,
collections\Merton_fragments\Merton_College_60_f_11.xml,,,,,,
collections\Merton_fragments\Merton_College_60_f_12.xml,,,,280,190,
collections\Merton_fragments\Merton_College_63_a_12.xml,,,,,,
collections\Merton_fragments\Merton_College_67_d_13.xml,,,,,,
collections\Merton_fragments\Merton_College_67_e_17.xml,,,,,,
collections\Merton_fragments\Merton_College_73_e_2.xml,,,,,,
collections\Merton_fragments\Merton_College_73_e_6.xml,,,,,,
collections\Merton_fragments\Merton_College_73_g_8.xml,,,,,,
collections\Merton_fragments\Merton_College_74_c_2.xml,,,,,,
collections\Merton_fragments\Merton_College_75_a_19.xml,,,,,,
collections\Merton_fragments\Merton_College_75_d_10.xml,,,,,,
collections\Merton_fragments\Merton_College_75_d_3.xml,,,,,,
collections\Merton_fragments\Merton_College_76_a_16.xml,,,,,,
collections\Merton_fragments\Merton_College_77_h_11.xml,,,,,,
collections\Merton_fragments\Merton_College_78_i_18.xml,,,,,,
collections\Merton_fragments\Merton_College_78_l_2.xml,,,,,,
collections\Merton_fragments\Merton_College_79_b_8.xml,,,,,,
collections\Merton_fragments\Merton_College_82_i_10.xml,,,,,,
collections\Merton_fragments\Merton_College_84_i_1.xml,,,,,,
collections\Merton_fragments\Merton_College_87_f_16.xml,,,,,,
collections\Merton_fragments\Merton_College_88_i_1-7.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_10_11.xml,,,,,145,
collections\Merton_fragments\Merton_College_D_3_10_12.xml,,,,,180,
collections\Merton_fragments\Merton_College_D_3_10_13.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_10_2.xml,mm,305,210,250,150,1.22
collections\Merton_fragments\Merton_College_D_3_10_3-4.xml,mm,300,210,245,150,1.2244897959183674
collections\Merton_fragments\Merton_College_D_3_10_5-7.xml,mm,280,185,185,115,1.5135135135135136
collections\Merton_fragments\Merton_College_D_3_10_8.xml,mm,285,190,210,140,1.3571428571428572
collections\Merton_fragments\Merton_College_D_3_10_9-10.xml,,,,,140,
collections\Merton_fragments\Merton_College_D_3_11_1.xml,,,,245,150,
collections\Merton_fragments\Merton_College_D_3_12_1.xml,mm,405,,,185,
collections\Merton_fragments\Merton_College_D_3_12_2.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_12_3.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_13_1-2.xml,mm,470,330,290,210,1.6206896551724137
collections\Merton_fragments\Merton_College_D_3_13_3.xml,mm,400,280,320,210,1.25
collections\Merton_fragments\Merton_College_D_3_13_4-5.xml,mm,380,260,310,190,1.2258064516129032
collections\Merton_fragments\Merton_College_D_3_13_6.xml,mm,320,225,230,150,1.391304347826087
collections\Merton_fragments\Merton_College_D_3_13_7-8.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_14_1-2.xml,mm,395,230,,,
collections\Merton_fragments\Merton_College_D_3_1_1.xml,mm,,380,,230,
collections\Merton_fragments\Merton_College_D_3_1_2-3.xml,,,,310,200,
collections\Merton_fragments\Merton_College_D_3_1_4.xml,mm,,290,,195,
collections\Merton_fragments\Merton_College_D_3_1_5.xml,mm,c. 300,,230,,
collections\Merton_fragments\Merton_College_D_3_2_1-2.xml,mm,340,250,280,180,1.2142857142857142
collections\Merton_fragments\Merton_College_D_3_2_10-11.xml,mm,235,160,195,135,1.205128205128205
collections\Merton_fragments\Merton_College_D_3_2_12-13.xml,mm,160,115,120,90,1.3333333333333333
collections\Merton_fragments\Merton_College_D_3_2_3-4.xml,mm,340,240,255,165,1.3333333333333333
collections\Merton_fragments\Merton_College_D_3_2_5.xml,mm,300,230,255,165,1.1764705882352942
collections\Merton_fragments\Merton_College_D_3_2_6.xml,mm,more than 280,215,245,175,
collections\Merton_fragments\Merton_College_D_3_2_7-8.xml,mm,290,210,235,150,1.2340425531914894
collections\Merton_fragments\Merton_College_D_3_2_9.xml,mm,c. 270,170,200,140,
collections\Merton_fragments\Merton_College_D_3_3_1.xml,mm,295,210,more than 285,190,
collections\Merton_fragments\Merton_College_D_3_4_1-8.xml,mm,300,205,210,135,1.4285714285714286
collections\Merton_fragments\Merton_College_D_3_5_1.xml,mm,370,260,270,160,1.3703703703703705
collections\Merton_fragments\Merton_College_D_3_5_10-11.xml,mm,310,220,215,160,1.441860465116279
collections\Merton_fragments\Merton_College_D_3_5_12.xml,mm,310,215,245,175,1.2653061224489797
collections\Merton_fragments\Merton_College_D_3_5_13.xml,,,,,165,
collections\Merton_fragments\Merton_College_D_3_5_14-15.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_5_16-17.xml,mm,290,195,,,
collections\Merton_fragments\Merton_College_D_3_5_18.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_5_19.xml,mm,280,215,250,165,1.12
collections\Merton_fragments\Merton_College_D_3_5_2.xml,mm,320,210,235,140,1.3617021276595744
collections\Merton_fragments\Merton_College_D_3_5_20-22.xml,mm,280,200,225,150,1.2444444444444445
collections\Merton_fragments\Merton_College_D_3_5_23-4.xml,mm,265,180,195,115,1.358974358974359
"collections\Merton_fragments\Merton_College_D_3_5_25,_26.xml",mm,255,165,180.0,120,1.4166666666666667
collections\Merton_fragments\Merton_College_D_3_5_26A.xml,mm,c. 300,185,220,130,
collections\Merton_fragments\Merton_College_D_3_5_27-28.xml,mm,215,165,180,130,1.1944444444444444
collections\Merton_fragments\Merton_College_D_3_5_29.xml,mm,180,125,120,75,1.5
collections\Merton_fragments\Merton_College_D_3_5_3-4.xml,mm,330,210,220,160,1.5
collections\Merton_fragments\Merton_College_D_3_5_30-1.xml,,,,,185,
collections\Merton_fragments\Merton_College_D_3_5_32.xml,mm,205,175,155,110,1.3225806451612903
collections\Merton_fragments\Merton_College_D_3_5_33.xml,mm,155,115,110,75,1.4090909090909092
collections\Merton_fragments\Merton_College_D_3_5_34.xml,,,,,110,
collections\Merton_fragments\Merton_College_D_3_5_35-6.xml,,,,,145,
collections\Merton_fragments\Merton_College_D_3_5_37.xml,,,,,150,
collections\Merton_fragments\Merton_College_D_3_5_38.xml,,,,,170,
collections\Merton_fragments\Merton_College_D_3_5_39-40.xml,,,,,140,
collections\Merton_fragments\Merton_College_D_3_5_41.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_5_42-5.xml,mm,350,235,235,160,1.4893617021276595
collections\Merton_fragments\Merton_College_D_3_5_46-7.xml,mm,,260,,180,
collections\Merton_fragments\Merton_College_D_3_5_48-51.xml,,,,160,,
collections\Merton_fragments\Merton_College_D_3_5_5.xml,,,,,215,
collections\Merton_fragments\Merton_College_D_3_5_52.xml,,,,,120,
collections\Merton_fragments\Merton_College_D_3_5_6-7.xml,mm,310,195,275,185,1.1272727272727272
collections\Merton_fragments\Merton_College_D_3_5_8-9.xml,,,,,195,
collections\Merton_fragments\Merton_College_D_3_6_1.xml,mm,380,280,265,175,1.4339622641509433
collections\Merton_fragments\Merton_College_D_3_6_2.xml,,,,,140,
collections\Merton_fragments\Merton_College_D_3_7_1.xml,mm,415,255,255,130,1.6274509803921569
collections\Merton_fragments\Merton_College_D_3_7_2-3.xml,mm,330,195,260,160,1.2692307692307692
collections\Merton_fragments\Merton_College_D_3_7_4.xml,mm,300,230,270,155,1.1111111111111112
collections\Merton_fragments\Merton_College_D_3_7_5.xml,mm,335,230,235,105,1.425531914893617
collections\Merton_fragments\Merton_College_D_3_7_6.xml,mm,300,220,240,150,1.25
collections\Merton_fragments\Merton_College_D_3_7_7.xml,,,,,125,
collections\Merton_fragments\Merton_College_D_3_7_8.xml,mm,290,195,230,145,1.2608695652173914
collections\Merton_fragments\Merton_College_D_3_8_1-2.xml,mm,290,195,205,145,1.4146341463414633
collections\Merton_fragments\Merton_College_D_3_9_1.xml,mm,445,285,310,200,1.435483870967742
collections\Merton_fragments\Merton_College_D_3_9_1a.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_9_2.xml,mm,425,325,300,200,1.4166666666666667
collections\Merton_fragments\Merton_College_D_3_9_3-4.xml,mm,405,270,305,195,1.3278688524590163
collections\Merton_fragments\Merton_College_D_3_9_5.xml,mm,385,280,290,175,1.3275862068965518
collections\Merton_fragments\Merton_College_D_3_9_6.xml,,,,,,
collections\Merton_fragments\Merton_College_D_3_9_7.xml,mm,420,,330,195,1.2727272727272727
collections\Merton_fragments\Merton_College_E_3_1.xml,mm,295,205,225,140,1.3111111111111111
collections\Merton_fragments\Merton_College_E_3_10.xml,,,,310,210,
collections\Merton_fragments\Merton_College_E_3_11.xml,mm,155,110,110,70,1.4090909090909092
collections\Merton_fragments\Merton_College_E_3_12.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_13.xml,,,,180,55,
collections\Merton_fragments\Merton_College_E_3_14.xml,,,,,140,
collections\Merton_fragments\Merton_College_E_3_15.xml,mm,305,210,200,120,1.525
collections\Merton_fragments\Merton_College_E_3_16.xml,mm,295,180,215,125,1.372093023255814
collections\Merton_fragments\Merton_College_E_3_17.xml,mm,c. 165,120,125,80,
collections\Merton_fragments\Merton_College_E_3_18.xml,mm,260,190,200,135,1.3
collections\Merton_fragments\Merton_College_E_3_19.xml,,,,245,165,
collections\Merton_fragments\Merton_College_E_3_20.xml,mm,,190,,125,
collections\Merton_fragments\Merton_College_E_3_21.xml,mm,,160,,100,
collections\Merton_fragments\Merton_College_E_3_22.xml,mm,,,,,
collections\Merton_fragments\Merton_College_E_3_23.xml,,,,190,130,
collections\Merton_fragments\Merton_College_E_3_24.xml,,,,310,190,
collections\Merton_fragments\Merton_College_E_3_25.xml,,,,285,205,
collections\Merton_fragments\Merton_College_E_3_26.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_27.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_28.xml,,,,,380,
collections\Merton_fragments\Merton_College_E_3_29.xml,mm,,300,,190,
collections\Merton_fragments\Merton_College_E_3_2a.xml,,,,255,150,
collections\Merton_fragments\Merton_College_E_3_2b.xml,mm,325,220,230,120,1.4130434782608696
collections\Merton_fragments\Merton_College_E_3_30.xml,,,,265,170,
collections\Merton_fragments\Merton_College_E_3_31.xml,,,,230,125,
collections\Merton_fragments\Merton_College_E_3_32.xml,mm,200,150,160,100,1.25
collections\Merton_fragments\Merton_College_E_3_33.xml,mm,170,130,135,80,1.2592592592592593
collections\Merton_fragments\Merton_College_E_3_35_1.xml,mm,345,230,235,130,1.4680851063829787
collections\Merton_fragments\Merton_College_E_3_35_2.xml,mm,295,200,210,195,1.4047619047619047
collections\Merton_fragments\Merton_College_E_3_35_3-5.xml,mm,,,,,
collections\Merton_fragments\Merton_College_E_3_37.xml,mm,340,235,340,160,1.0
collections\Merton_fragments\Merton_College_E_3_38.xml,mm,340,240,265,160,1.2830188679245282
collections\Merton_fragments\Merton_College_E_3_39.xml,mm,330,230,230,165,1.434782608695652
collections\Merton_fragments\Merton_College_E_3_3a.xml,mm,305,200,225,165,1.3555555555555556
collections\Merton_fragments\Merton_College_E_3_3b.xml,,,,265,175,
collections\Merton_fragments\Merton_College_E_3_3c.xml,mm,310,225,215,155,1.441860465116279
collections\Merton_fragments\Merton_College_E_3_4.xml,,,,245,170,
collections\Merton_fragments\Merton_College_E_3_40.xml,mm,380,250,275,160,1.3818181818181818
collections\Merton_fragments\Merton_College_E_3_41.xml,mm,205,155,165,125,1.2424242424242424
collections\Merton_fragments\Merton_College_E_3_42.xml,,,,,145,
collections\Merton_fragments\Merton_College_E_3_5a.xml,mm,280,205,155,80,1.8064516129032258
collections\Merton_fragments\Merton_College_E_3_5b.xml,mm,320,210,185,110,1.7297297297297298
collections\Merton_fragments\Merton_College_E_3_5c.xml,mm,285,210,210,135,1.3571428571428572
collections\Merton_fragments\Merton_College_E_3_5d.xml,mm,,,200,130,
collections\Merton_fragments\Merton_College_E_3_5e.xml,mm,,,280,165,
collections\Merton_fragments\Merton_College_E_3_5f.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_6.xml,,,,220,170,
collections\Merton_fragments\Merton_College_E_3_7.xml,mm,,,295,185,
collections\Merton_fragments\Merton_College_E_3_8.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_9_1-3.xml,,,,220,125,
collections\Merton_fragments\Merton_College_E_3_9_10.xml,,,,,105,
collections\Merton_fragments\Merton_College_E_3_9_11-12.xml,,,,,155,
collections\Merton_fragments\Merton_College_E_3_9_13.xml,mm,320,270,280,170,1.1428571428571428
collections\Merton_fragments\Merton_College_E_3_9_14-15.xml,mm,355,220,275,155,1.290909090909091
collections\Merton_fragments\Merton_College_E_3_9_16-17.xml,,,,,150,
collections\Merton_fragments\Merton_College_E_3_9_18.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_9_19.xml,,,,,155,
collections\Merton_fragments\Merton_College_E_3_9_4-6.xml,,,,200,105,
collections\Merton_fragments\Merton_College_E_3_9_7.xml,,,,,,
collections\Merton_fragments\Merton_College_E_3_9_8.xml,mm,,200,,205,
collections\Merton_fragments\Merton_College_E_3_9_9.xml,,,,200,110,
collections\Merton_fragments\Merton_College_MCR_1609.xml,,,,,Written space orig. 175 mm. wide. ,
collections\Merton_fragments\Merton_College_Q_3_10_1.xml,,,,295,210,
collections\Merton_fragments\Merton_College_Q_3_10_10-15.xml,mm,240,170,170,120,1.411764705882353
collections\Merton_fragments\Merton_College_Q_3_10_16.xml,,,,240,160,
collections\Merton_fragments\Merton_College_Q_3_10_17-18.xml,,,,,210,
collections\Merton_fragments\Merton_College_Q_3_10_19-21.xml,mm,420,,285,200,1.4736842105263157
collections\Merton_fragments\Merton_College_Q_3_10_2.xml,,,,,235,
collections\Merton_fragments\Merton_College_Q_3_10_22.xml,,,,,,
collections\Merton_fragments\Merton_College_Q_3_10_23-4.xml,mm,380,275,280,200,1.3571428571428572
collections\Merton_fragments\Merton_College_Q_3_10_25-6.xml,mm,340,215,260,160,1.3076923076923077
collections\Merton_fragments\Merton_College_Q_3_10_27-8.xml,mm,295,200,210,135,1.4047619047619047
collections\Merton_fragments\Merton_College_Q_3_10_29-32.xml,,,,,125,
collections\Merton_fragments\Merton_College_Q_3_10_3.xml,,,,,190,
collections\Merton_fragments\Merton_College_Q_3_10_33-4.xml,mm,425,310,350,230,1.2142857142857142
collections\Merton_fragments\Merton_College_Q_3_10_35.xml,mm,425,300,310,185,1.3709677419354838
collections\Merton_fragments\Merton_College_Q_3_10_36.xml,,,,,,
collections\Merton_fragments\Merton_College_Q_3_10_37.xml,,,,,180,
collections\Merton_fragments\Merton_College_Q_3_10_38.xml,mm,460,315,335,205,1.373134328358209
collections\Merton_fragments\Merton_College_Q_3_10_39.xml,,,,,195,
collections\Merton_fragments\Merton_College_Q_3_10_4-5.xml,,,,,,
collections\Merton_fragments\Merton_College_Q_3_10_40.xml,mm,410,,280,200,1.4642857142857142
collections\Merton_fragments\Merton_College_Q_3_10_41-2.xml,mm,425,265,295,210,1.4406779661016949
collections\Merton_fragments\Merton_College_Q_3_10_43.xml,,,,,,
collections\Merton_fragments\Merton_College_Q_3_10_44-5.xml,mm,175,120,125,85,1.4
collections\Merton_fragments\Merton_College_Q_3_10_46-7.xml,mm,280,200,225,140,1.2444444444444445
collections\Merton_fragments\Merton_College_Q_3_10_48-51.xml,,,,210,135,
collections\Merton_fragments\Merton_College_Q_3_10_6-8.xml,,,,315,195,
collections\Merton_fragments\Merton_College_Q_3_10_9.xml,mm,380,240,285,190,1.3333333333333333
collections\Merton_fragments\Merton_College_Stack_110_b_4.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_110_c_13.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_110_c_6.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_a_18.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_b_2.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_b_5.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_b_6.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_c_5.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_c_7.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_112_d_14.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_120_e_7.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_121_b_10.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_121_b_7.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_121_b_9.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_123_d_5.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_A9_B48.xml,,,,,,
collections\Merton_fragments\Merton_College_Stack_A9_B58.xml,,,,,,
collections\Mex\MS_Mex_d_1.xml,,,,,,
collections\Michael\MS_Michael_569-star.xml,,,,,,
collections\Montagu\MS_Montagu_d_32.xml,,,,,,
collections\Montagu\MS_Montagu_d_33.xml,,,,,,
collections\Montagu\MS_Montagu_e_1.xml,,,,,,
collections\Montagu\MS_Montagu_e_4.xml,,,,,,
collections\Montagu\MS_Montagu_e_6.xml,,,,,,
collections\Montagu\MS_Montagu_e_7.xml,,,,,,
collections\Montagu\MS_Montagu_e_8.xml,mm,218,150,140,80,1.5571428571428572
collections\Montagu\MS_Montagu_e_9.xml,mm,182,116,117,62,1.5555555555555556
collections\Morrell\MS_Morrell_11.xml,,,,,,
collections\Morrell\MS_Morrell_20.xml,,,,255,170,
collections\Morrell\MS_Morrell_25.xml,mm,130,100,90,65,1.4444444444444444
collections\Morrell\MS_Morrell_3.xml,,,,,,
collections\Morrell\MS_Morrell_4.xml,,,,,,
collections\Mus\MSS_Mus_e_1-5.xml,,,,,,
collections\Mus\MS_Mus_c_60.xml,,,,,,
collections\Mus\MS_Mus_d_103.xml,,,,,,
collections\Mus\MS_Mus_d_143.xml,,,,,,
collections\Mus\MS_Mus_e_21.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_1.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_10.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_11.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_12.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_13.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_14.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_15.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_16.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_17.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_18.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_19.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_2.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_20.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_21.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_22.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_23.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_24.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_25.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_26.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_27.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_28.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_29.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_3.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_30.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_31.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_32.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_33.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_34.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_35.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_36.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_37.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_38.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_39.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_4.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_40.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_41.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_42.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_43.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_44.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_45.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_46.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_47.xml,,,,,,
collections\Oriel_College\Oriel_College_MS_48.xml,,,,,,
